,Bedrooms,Bathrooms,Total interior livable area,Elementary School Score,Middle School Score,High School Score,Tax assessed value,Annual tax amount,Listed Price,City
40006,2,2.0,1186.0,4.0,4.0,6.0,304342.0,3768.0,970000.0,Los Angeles
40012,3,2.0,1480.0,6.0,5.0,4.0,253600.0,3288.0,325000.0,Fresno
40016,4,2.0,1626.0,5.0,4.0,7.0,72127.0,1353.0,550000.0,La Puente
40019,3,3.0,1981.0,5.0,7.0,7.0,761884.0,9492.0,895000.0,Visalia
40021,4,3.0,2077.0,7.0,7.0,9.0,444635.0,6889.0,1450000.0,San Jose
40022,3,2.0,1178.0,3.0,3.0,5.0,246376.0,2886.0,319000.0,Mountain Center
40023,3,2.0,2330.0,8.0,7.0,7.0,1235784.0,15467.0,1879000.0,San Francisco
40028,4,2.0,2958.0,8.0,6.0,8.0,155976.0,2531.0,999000.0,San Gabriel
40031,1,1.0,636.0,4.0,6.0,7.0,25269.0,326.0,410000.0,Los Angeles
40033,4,2.0,1611.0,5.0,4.0,6.0,142800.0,1493.0,349900.0,Bishop
40038,3,2.0,1092.0,3.0,5.0,6.0,278358.0,3203.0,329900.0,Sacramento
40048,4,2.0,1825.0,3.0,3.0,5.0,872100.0,12308.0,974888.0,San Jose
40056,3,1.0,1036.0,4.0,4.0,6.0,327318.0,4112.0,614950.0,Lakewood
40064,3,1.0,1030.0,6.0,5.0,7.0,837521.0,9703.0,975000.0,South San Francisco
40067,3,2.0,2223.0,7.0,7.0,7.0,283702.0,3655.0,1648000.0,Los Angeles
40077,3,2.0,2303.0,7.0,7.0,6.0,116597.0,1845.0,1995000.0,Los Angeles
40078,3,2.0,1239.0,6.0,4.0,4.0,744600.0,11031.0,799000.0,San Jose
40080,5,3.0,3916.0,7.0,8.0,2.0,922189.0,9828.0,1329000.0,Carmel Valley
40087,3,2.0,1642.0,7.0,7.0,7.0,534025.0,5997.0,1100000.0,Glendale
40093,3,3.0,1907.0,5.0,3.0,4.0,270497.0,3359.0,365000.0,Modesto
40096,4,2.0,1633.0,5.0,4.0,8.0,130909.0,1696.0,438000.0,Mentone
40097,4,4.0,1593.0,4.0,5.0,6.0,885091.0,10553.0,650000.0,Santa Clara
40102,6,3.0,3606.0,6.0,6.0,6.0,390484.0,4384.0,875000.0,American Canyon
40104,3,3.0,1880.0,6.0,3.0,6.0,1236302.0,15032.0,1695000.0,Los Angeles
40108,4,3.0,2391.0,6.0,5.0,7.0,721510.0,8126.0,999000.0,Burbank
40110,2,1.0,960.0,6.0,8.0,8.0,49496.0,2461.0,850000.0,Berkeley
40114,3,2.0,1909.0,5.0,6.0,8.0,1179847.0,14324.0,1399000.0,Dodgertown
40118,3,2.0,2011.0,8.0,8.0,9.0,488479.0,5316.0,544900.0,Sloughhouse
40120,3,2.0,1602.0,2.0,3.0,4.0,893520.0,11893.0,938500.0,Los Angeles
40127,4,4.0,2550.0,4.0,3.0,4.0,553114.0,6613.0,1250000.0,Modesto
40130,5,3.0,3109.0,7.0,7.0,8.0,1077823.0,16463.0,2700000.0,Greenbrae
40131,3,2.0,1354.0,5.0,4.0,7.0,1508000.0,18813.0,1099000.0,San Francisco
40138,3,2.0,1590.0,5.0,6.0,7.0,151189.0,1706.0,895000.0,Santa Cruz
40142,2,2.0,1394.0,4.0,4.0,6.0,992900.0,12137.0,979000.0,Los Angeles
40145,2,1.0,1003.0,7.0,7.0,6.0,1020000.0,12505.0,995000.0,Los Angeles
40153,3,6.0,5551.0,5.0,3.0,6.0,569580.0,5965.0,1000000.0,Nogales
40154,2,1.0,1186.0,8.0,5.0,8.0,41699.0,663.0,629000.0,Felton
40155,2,1.0,988.0,5.0,5.0,4.0,284325.0,3501.0,495000.0,Los Angeles
40163,4,3.0,2651.0,8.0,6.0,7.0,1255683.0,16320.0,1668000.0,San Jose
40168,4,3.0,2005.0,8.0,8.0,7.0,626622.0,7818.0,1995000.0,Sunnyvale
40171,4,2.0,1812.0,5.0,4.0,7.0,215910.0,2899.0,420000.0,Hughson
40172,2,1.0,690.0,2.0,4.0,3.0,548290.0,7701.0,595000.0,San Jose
40173,4,3.0,2030.0,6.0,3.0,6.0,609906.0,7643.0,1099000.0,Los Angeles
40176,3,2.0,1386.0,3.0,3.0,4.0,326536.0,3925.0,290000.0,Watsonville
40183,5,7.0,9135.0,9.0,9.0,8.0,6997088.0,79449.0,7850000.0,Belvedere Tiburon
40186,3,2.0,1686.0,3.0,5.0,7.0,795906.0,8983.0,999000.0,Morgan Hill
40191,3,2.0,1640.0,6.0,8.0,9.0,211612.0,2576.0,850000.0,Wilton
40193,2,2.0,1414.0,1.0,2.0,2.0,69952.0,1320.0,769900.0,Inglewood
40197,3,2.0,1340.0,4.0,2.0,4.0,52143.0,632.0,699000.0,Soledad
40201,4,1.0,1627.0,3.0,4.0,6.0,56622.0,2079.0,499000.0,Rodeo
40208,4,3.0,2725.0,5.0,5.0,3.0,943412.0,12195.0,1299000.0,Los Angeles
40209,3,2.0,1350.0,6.0,3.0,5.0,55680.0,1324.0,988000.0,San Francisco
40210,4,2.0,1450.0,6.0,2.0,6.0,1059914.0,12838.0,1490000.0,Los Angeles
40215,3,1.0,1103.0,4.0,6.0,7.0,489812.0,6073.0,799995.0,Los Angeles
40216,3,1.0,987.0,4.0,3.0,5.0,469808.0,6769.0,880000.0,Santa Clara
40218,3,3.0,2269.0,5.0,2.0,4.0,424482.0,4926.0,515000.0,Nuevo
40219,2,1.0,1200.0,8.0,5.0,8.0,503452.0,5886.0,599000.0,Felton
40222,4,2.0,1569.0,7.0,3.0,4.0,272156.0,3544.0,399000.0,Mather
40223,3,2.0,1795.0,6.0,6.0,6.0,383139.0,4380.0,549000.0,American Canyon
40226,4,4.0,2490.0,5.0,7.0,7.0,856000.0,11174.0,1250000.0,Oakland
40230,3,2.0,1228.0,5.0,6.0,7.0,682937.0,8234.0,1280000.0,Santa Clara
40232,4,2.0,1814.0,4.0,2.0,4.0,335274.0,3660.0,159950.0,Gustine
40236,4,2.0,1968.0,7.0,7.0,9.0,1014873.0,14791.0,1249000.0,San Jose
40238,5,4.0,3245.0,9.0,7.0,6.0,1415918.0,23263.0,2449000.0,Los Angeles
40240,3,2.0,1512.0,6.0,6.0,7.0,382462.0,4372.0,925000.0,Burbank
40242,2,1.0,820.0,5.0,7.0,7.0,439048.0,6001.0,599000.0,Crescent City
40244,4,3.0,2431.0,9.0,9.0,10.0,1613651.0,20215.0,2698000.0,Saratoga
40250,2,2.0,1194.0,3.0,6.0,7.0,610100.0,7147.0,857000.0,Santa Cruz
40252,4,4.0,3245.0,8.0,8.0,9.0,2326463.0,27721.0,3350000.0,San Carlos
40257,2,1.0,1068.0,5.0,6.0,7.0,52765.0,997.0,740000.0,Santa Cruz
40259,4,3.0,2208.0,6.0,4.0,7.0,446108.0,5910.0,685000.0,La Puente
40265,3,2.0,1299.0,4.0,4.0,4.0,487427.0,10993.0,550000.0,Oakland
40266,3,2.0,1346.0,4.0,2.0,6.0,650249.0,8166.0,625000.0,Van Nuys
40270,2,2.0,874.0,3.0,2.0,6.0,969900.0,11758.0,1149000.0,Culver City
40273,3,2.0,1900.0,6.0,3.0,4.0,186680.0,2069.0,349000.0,Willits
40275,4,3.0,2073.0,5.0,5.0,7.0,283675.0,3133.0,470000.0,Escalon
40278,4,3.0,1621.0,9.0,8.0,10.0,1440695.0,18108.0,1495000.0,San Francisco
40284,2,1.0,672.0,2.0,5.0,4.0,275592.0,3558.0,625000.0,Los Angeles
40286,4,2.0,1850.0,7.0,8.0,2.0,722711.0,7544.0,799000.0,Carmel Valley
40287,3,2.0,1276.0,4.0,6.0,7.0,780242.0,10399.0,699950.0,San Jose
40289,7,4.0,2497.0,7.0,7.0,8.0,1336480.0,19526.0,1995000.0,Berkeley
40291,3,1.0,1027.0,9.0,9.0,9.0,1463773.0,18187.0,1988000.0,Palo Alto
40298,3,2.0,1194.0,2.0,3.0,2.0,183519.0,2186.0,265000.0,Sacramento
40302,4,2.0,1167.0,4.0,5.0,6.0,1066410.0,12785.0,949000.0,Santa Clara
40303,3,2.0,1196.0,9.0,9.0,9.0,73629.0,2197.0,920000.0,Alameda
40307,4,3.0,2225.0,8.0,6.0,8.0,2758334.0,33325.0,2790000.0,Mountain View
40310,2,2.0,1242.0,8.0,6.0,7.0,299598.0,5310.0,1100000.0,Berkeley
40314,3,3.0,3346.0,8.0,7.0,5.0,895000.0,9325.0,1150000.0,Bonsall
40317,3,3.0,1784.0,9.0,7.0,8.0,1109492.0,13545.0,1599000.0,Culver City
40325,3,2.0,1700.0,5.0,7.0,7.0,572603.0,7445.0,795000.0,Sonoma
40326,3,2.0,1380.0,5.0,4.0,5.0,1050000.0,14455.0,1198000.0,Santa Clara
40333,5,4.0,3603.0,7.0,7.0,7.0,1469457.0,22195.0,1995000.0,Redlands
40339,2,1.0,698.0,5.0,2.0,2.0,368139.0,4547.0,650000.0,Los Angeles
40343,4,4.0,2298.0,8.0,7.0,7.0,1300000.0,16320.0,1898000.0,San Francisco
40344,4,2.0,1926.0,5.0,5.0,6.0,351135.0,4260.0,399000.0,Sacramento
40345,3,2.0,1739.0,8.0,8.0,8.0,1488863.0,20666.0,1299000.0,San Anselmo
40348,4,3.0,2283.0,5.0,5.0,7.0,474396.0,5259.0,484900.0,Escalon
40350,2,1.0,836.0,5.0,6.0,8.0,42383.0,947.0,469000.0,Artesia
40353,5,3.0,2985.0,9.0,9.0,10.0,236979.0,3904.0,2649000.0,Los Gatos
40361,3,4.0,1977.0,4.0,3.0,5.0,637415.0,8656.0,1299000.0,San Jose
40363,4,2.0,1937.0,5.0,6.0,8.0,266616.0,3819.0,509999.0,Mentone
40365,3,2.0,1284.0,8.0,6.0,9.0,1540200.0,17389.0,1750000.0,Millbrae
40367,4,2.0,1234.0,6.0,4.0,7.0,188713.0,2720.0,550000.0,La Puente
40374,3,2.0,1281.0,8.0,8.0,8.0,736829.0,11557.0,1195000.0,San Anselmo
40377,4,4.0,3249.0,8.0,7.0,6.0,1047160.0,13252.0,1249000.0,Signal Hill
40380,4,2.0,1239.0,3.0,2.0,2.0,281029.0,3639.0,509900.0,Los Angeles
40381,3,2.0,1110.0,5.0,5.0,7.0,780299.0,9094.0,895000.0,South San Francisco
40386,4,3.0,1901.0,3.0,3.0,3.0,244614.0,3112.0,519900.0,Gonzales
40389,3,2.0,1760.0,7.0,7.0,4.0,1153884.0,14086.0,1488000.0,Los Angeles
40391,3,2.0,1388.0,5.0,2.0,5.0,135373.0,1923.0,360000.0,Grand Terrace
40399,4,4.0,3008.0,8.0,8.0,9.0,1285086.0,18200.0,1829999.0,San Jose
40400,3,3.0,2050.0,4.0,4.0,7.0,184108.0,2040.0,439900.0,El Dorado
40401,3,2.0,2065.0,5.0,6.0,8.0,108892.0,1471.0,1325000.0,Los Angeles
40403,4,3.0,1662.0,4.0,4.0,5.0,1060290.0,14671.0,1248000.0,San Jose
40407,2,1.0,1199.0,4.0,3.0,5.0,594877.0,8224.0,1188888.0,Santa Clara
40408,3,5.0,3748.0,8.0,7.0,5.0,1121510.0,11777.0,1410000.0,Bonsall
40409,3,2.0,1141.0,5.0,4.0,7.0,351659.0,6594.0,510000.0,La Puente
40410,2,1.0,1036.0,3.0,2.0,6.0,126373.0,1302.0,99990.0,Dos Palos
40413,3,2.0,1970.0,9.0,6.0,8.0,151796.0,1930.0,2875000.0,San Francisco
40416,3,2.0,1240.0,8.0,7.0,8.0,1290300.0,17652.0,1195000.0,San Jose
40419,4,2.0,1598.0,7.0,6.0,6.0,988380.0,13628.0,1187000.0,San Jose
40424,4,3.0,2510.0,7.0,7.0,6.0,690345.0,8531.0,2495000.0,Los Angeles
40431,2,1.0,1000.0,8.0,9.0,3.0,1229100.0,15720.0,1295000.0,San Francisco
40445,2,1.0,760.0,6.0,5.0,4.0,114323.0,2399.0,539900.0,Inglewood
40447,3,2.0,1286.0,3.0,2.0,5.0,418199.0,4814.0,480000.0,San Ysidro
40449,4,4.0,2505.0,7.0,7.0,7.0,1178100.0,13062.0,1288000.0,Glendale
40453,5,4.0,3467.0,7.0,6.0,7.0,2145822.0,27120.0,3750000.0,Saratoga
40457,3,4.0,3595.0,7.0,5.0,6.0,447372.0,9692.0,549000.0,Fowler
40460,4,2.0,1604.0,5.0,2.0,5.0,162455.0,2185.0,450000.0,Grand Terrace
40462,4,3.0,2857.0,7.0,3.0,4.0,283490.0,3678.0,489000.0,Mather
40463,3,2.0,1206.0,9.0,8.0,10.0,63606.0,1217.0,659900.0,West Covina
40465,3,3.0,2352.0,5.0,7.0,7.0,2976688.0,33421.0,3200000.0,Greenbrae
40467,5,2.0,2153.0,5.0,4.0,5.0,278809.0,4662.0,1499000.0,San Jose
40468,3,4.0,2278.0,4.0,3.0,6.0,1475032.0,18260.0,1899999.0,Los Angeles
40471,4,4.0,2878.0,5.0,9.0,9.0,883119.0,13298.0,1299900.0,Irvine
40472,2,2.0,1890.0,6.0,3.0,4.0,215480.0,2514.0,345000.0,Forest Falls
40480,3,2.0,1432.0,7.0,7.0,7.0,91626.0,1140.0,1200000.0,Glendale
40487,4,3.0,2814.0,9.0,7.0,8.0,836925.0,10819.0,1299000.0,Castro Valley
40488,3,2.0,1238.0,7.0,5.0,7.0,240840.0,3756.0,347000.0,Salida
40489,3,2.0,1268.0,4.0,2.0,5.0,160562.0,2251.0,339900.0,San Bernardino
40490,3,2.0,1638.0,8.0,6.0,8.0,339159.0,4252.0,1199000.0,Los Angeles
40492,4,2.0,1671.0,3.0,4.0,6.0,454355.0,6828.0,225000.0,Rodeo
40495,3,2.0,1516.0,4.0,3.0,7.0,184630.0,2438.0,1550000.0,Sunnyvale
40500,4,3.0,2252.0,9.0,7.0,8.0,687211.0,8853.0,1950000.0,Culver City
40502,4,2.0,1767.0,6.0,4.0,5.0,1378530.0,18049.0,1395000.0,San Jose
40514,1,1.0,731.0,5.0,4.0,6.0,34687.0,847.0,455000.0,Hawaiian Gardens
40516,3,1.0,1044.0,8.0,5.0,8.0,201873.0,2945.0,325000.0,Felton
40517,4,5.0,3253.0,7.0,7.0,8.0,2089470.0,27508.0,2295000.0,Greenbrae
40520,2,1.0,902.0,2.0,5.0,4.0,643091.0,7932.0,749000.0,Dodgertown
40522,6,3.0,2604.0,6.0,7.0,6.0,436915.0,4726.0,489000.0,Modesto
40523,3,2.0,1470.0,8.0,8.0,8.0,575162.0,10059.0,1095000.0,Fairfax
40524,3,2.0,1284.0,7.0,7.0,8.0,37747.0,3401.0,1095000.0,Berkeley
40525,4,3.0,2383.0,6.0,5.0,5.0,1190000.0,13493.0,1199000.0,Morgan Hill
40527,4,3.0,3195.0,6.0,5.0,6.0,1333153.0,16778.0,1500000.0,Gilroy
40528,4,2.0,1670.0,8.0,7.0,8.0,416663.0,6538.0,1149000.0,San Jose
40536,3,3.0,1676.0,6.0,7.0,6.0,220451.0,2309.0,399000.0,Modesto
40539,4,3.0,1567.0,3.0,5.0,7.0,703580.0,8338.0,995000.0,Morgan Hill
40540,2,1.0,810.0,3.0,1.0,2.0,72977.0,2309.0,400000.0,Richmond
40545,3,2.0,2237.0,7.0,6.0,8.0,480677.0,7050.0,895000.0,Temecula
40547,3,2.0,2266.0,9.0,6.0,6.0,700051.0,10041.0,1249200.0,San Jose
40548,2,1.0,1000.0,9.0,8.0,7.0,1953908.0,25221.0,1698000.0,Menlo Park
40549,4,3.0,1806.0,8.0,8.0,8.0,401563.0,7919.0,950000.0,Fairfax
40551,3,3.0,2142.0,4.0,6.0,8.0,300980.0,3809.0,1888000.0,Sunnyvale
40560,3,2.0,1610.0,4.0,4.0,5.0,717369.0,10034.0,1150000.0,San Jose
40572,5,4.0,2551.0,9.0,9.0,8.0,1367487.0,17941.0,1999888.0,San Jose
40575,3,2.0,1846.0,3.0,5.0,6.0,449512.0,5212.0,450000.0,Sacramento
40576,2,1.0,930.0,3.0,4.0,3.0,714450.0,9553.0,850000.0,San Jose
40578,2,2.0,1672.0,7.0,3.0,7.0,1193400.0,14608.0,1395000.0,West Hollywood
40580,3,2.0,1702.0,2.0,2.0,3.0,28629.0,546.0,535000.0,Los Angeles
40582,4,3.0,2134.0,3.0,2.0,6.0,468180.0,5689.0,749950.0,Sacramento
40584,6,5.0,5630.0,7.0,5.0,7.0,997671.0,10933.0,2399000.0,Villa Park
40591,4,3.0,2258.0,7.0,9.0,8.0,229330.0,4262.0,1329000.0,San Jose
40593,3,3.0,1310.0,6.0,5.0,6.0,812207.0,9766.0,1149000.0,Santa Clara
40595,3,2.0,2110.0,9.0,7.0,8.0,854768.0,10577.0,2200000.0,Los Angeles
40602,2,2.0,1100.0,8.0,9.0,10.0,183735.0,3921.0,2650000.0,Cupertino
40613,4,2.0,1660.0,4.0,3.0,4.0,422147.0,5010.0,515000.0,Winters
40614,2,1.0,1195.0,6.0,5.0,7.0,137051.0,1611.0,725000.0,Burbank
40622,3,2.0,1652.0,6.0,3.0,5.0,426471.0,6368.0,1200000.0,San Francisco
40625,3,2.0,1600.0,3.0,6.0,5.0,1122000.0,14153.0,998999.0,San Francisco
40626,4,3.0,1921.0,4.0,2.0,5.0,254574.0,3473.0,405000.0,San Bernardino
40628,4,3.0,2003.0,4.0,4.0,5.0,197472.0,3209.0,1198000.0,San Francisco
40630,2,1.0,1408.0,5.0,4.0,5.0,848138.0,10955.0,1399000.0,San Francisco
40631,4,3.0,1763.0,6.0,3.0,6.0,1164602.0,14257.0,1375000.0,Los Angeles
40634,2,2.0,1514.0,6.0,3.0,7.0,1007679.0,12424.0,1479000.0,Los Angeles
40642,2,2.0,1476.0,1.0,4.0,2.0,247053.0,3341.0,674900.0,Los Angeles
40643,3,2.0,1050.0,8.0,6.0,6.0,543867.0,6616.0,649900.0,Lakewood
40648,3,2.0,1619.0,7.0,5.0,7.0,199460.0,3696.0,429999.0,Salida
40649,4,3.0,2360.0,5.0,4.0,5.0,77048.0,1899.0,1250000.0,Santa Clara
40650,3,2.0,1740.0,7.0,7.0,7.0,483786.0,5848.0,725000.0,Madera
40651,4,2.0,1234.0,6.0,6.0,6.0,208784.0,3857.0,949990.0,San Jose
40656,3,3.0,2502.0,7.0,7.0,8.0,1401082.0,19665.0,2495000.0,San Quentin
40660,4,3.0,2000.0,3.0,5.0,4.0,992293.0,12867.0,1149000.0,San Jose
40665,3,1.0,1102.0,7.0,4.0,6.0,376857.0,4725.0,1400000.0,Los Angeles
40666,3,4.0,2300.0,9.0,8.0,7.0,105320.0,1918.0,1995000.0,San Francisco
40668,3,2.0,2199.0,9.0,9.0,10.0,1750000.0,21274.0,1975000.0,San Marino
40672,3,3.0,1458.0,3.0,2.0,2.0,520038.0,6529.0,749000.0,Los Angeles
40673,2,1.0,1122.0,9.0,6.0,8.0,58443.0,790.0,995000.0,Los Angeles
40678,2,1.0,1153.0,6.0,5.0,8.0,324978.0,3858.0,699000.0,Boulder Creek
40680,4,2.0,1320.0,6.0,2.0,3.0,474000.0,5515.0,534500.0,Los Angeles
40683,3,2.0,2176.0,2.0,6.0,8.0,119202.0,1684.0,1498000.0,Dodgertown
40688,3,3.0,1705.0,3.0,2.0,3.0,543420.0,6054.0,1250000.0,Pasadena
40692,4,3.0,2881.0,9.0,7.0,8.0,2553447.0,31014.0,3995000.0,Los Angeles
40696,4,2.0,1754.0,9.0,8.0,9.0,1013343.0,13035.0,1999000.0,Cupertino
40709,3,3.0,1460.0,5.0,5.0,7.0,263740.0,2896.0,449000.0,Escalon
40714,4,2.0,1316.0,5.0,4.0,5.0,69655.0,1999.0,1098000.0,Santa Clara
40719,3,2.0,1400.0,8.0,7.0,9.0,255248.0,3189.0,1248888.0,Milpitas
40720,4,3.0,2764.0,7.0,6.0,8.0,2625000.0,32250.0,3995000.0,San Francisco
40725,4,3.0,2658.0,8.0,6.0,8.0,914157.0,11205.0,1050000.0,Artesia
40726,4,3.0,2220.0,5.0,6.0,8.0,230798.0,2927.0,443500.0,Mentone
40736,3,2.0,1139.0,4.0,5.0,5.0,108049.0,1213.0,329900.0,Hilmar
40739,4,5.0,4096.0,4.0,3.0,7.0,3139624.0,38139.0,4500000.0,Los Angeles
40740,4,5.0,3100.0,6.0,2.0,6.0,1096500.0,13409.0,2650000.0,Los Angeles
40742,3,3.0,1733.0,7.0,6.0,8.0,710077.0,8810.0,2395000.0,Mountain View
40748,4,3.0,1673.0,3.0,4.0,6.0,147917.0,3231.0,599000.0,Rodeo
40752,4,3.0,1546.0,9.0,8.0,10.0,1163613.0,14602.0,1495000.0,San Francisco
40762,3,2.0,1667.0,4.0,5.0,5.0,338130.0,3655.0,332500.0,Hilmar
40768,3,3.0,2276.0,5.0,7.0,7.0,500079.0,6586.0,875000.0,Pollock Pines
40772,3,1.0,1151.0,8.0,9.0,9.0,454153.0,8583.0,1050000.0,Albany
40773,3,3.0,1470.0,8.0,7.0,8.0,328652.0,5144.0,950000.0,San Jose
40775,4,2.0,1396.0,5.0,6.0,6.0,150023.0,1942.0,325000.0,Keyes
40777,5,2.0,2788.0,7.0,7.0,8.0,825888.0,15519.0,1695000.0,Berkeley
40792,4,2.0,1615.0,2.0,5.0,6.0,65367.0,2216.0,989000.0,Redwood City
40795,2,1.0,936.0,5.0,6.0,8.0,648515.0,7883.0,849000.0,Los Angeles
40801,3,2.0,1559.0,7.0,7.0,7.0,96152.0,1266.0,1075000.0,Glendale
40807,4,2.0,1992.0,6.0,6.0,6.0,222841.0,2574.0,849000.0,Glendale
40810,3,2.0,1340.0,6.0,4.0,7.0,150182.0,1641.0,219900.0,Inyokern
40813,3,2.0,1563.0,6.0,3.0,4.0,187425.0,2121.0,269000.0,Willits
40817,3,2.0,1772.0,2.0,2.0,2.0,1217000.0,14890.0,1249000.0,Los Angeles
40819,3,3.0,1673.0,4.0,2.0,5.0,672551.0,8403.0,725000.0,Cotati
40820,3,2.0,1013.0,6.0,7.0,8.0,490560.0,14115.0,350000.0,Santa Fe Springs
40823,4,3.0,2334.0,8.0,8.0,7.0,920382.0,12657.0,3425000.0,Menlo Park
40825,5,5.0,4152.0,9.0,9.0,10.0,694540.0,9156.0,4098000.0,Los Gatos
40826,3,1.0,1200.0,4.0,4.0,7.0,860028.0,10748.0,1250000.0,San Mateo
40833,3,3.0,1392.0,7.0,7.0,9.0,1432630.0,18657.0,1398888.0,San Jose
40837,4,4.0,3431.0,9.0,8.0,10.0,2186511.0,25016.0,2350000.0,El Segundo
40839,3,2.0,1871.0,6.0,4.0,3.0,404177.0,5266.0,550000.0,Pomona
40840,2,2.0,1508.0,9.0,8.0,7.0,819147.0,10473.0,1149000.0,San Francisco
40844,4,3.0,2658.0,7.0,7.0,6.0,3475000.0,42114.0,2795000.0,Los Angeles
40848,3,1.0,1266.0,3.0,2.0,2.0,209166.0,2705.0,570000.0,Los Angeles
40853,2,2.0,1016.0,6.0,5.0,8.0,450220.0,5227.0,645000.0,Brookdale
40857,6,6.0,3926.0,8.0,6.0,8.0,1601400.0,27640.0,3695000.0,Los Angeles
40859,3,2.0,1542.0,9.0,9.0,10.0,1199573.0,15228.0,1890000.0,Cupertino
40861,3,1.0,944.0,5.0,6.0,6.0,248442.0,3270.0,539900.0,Lakewood
40865,2,3.0,2568.0,5.0,6.0,5.0,320547.0,3768.0,489000.0,Tubac
40868,3,2.0,2134.0,5.0,4.0,6.0,324442.0,3428.0,479000.0,Bishop
40872,2,3.0,1066.0,6.0,5.0,3.0,284703.0,5129.0,141000.0,Compton
40874,4,4.0,5197.0,6.0,5.0,7.0,1380935.0,15554.0,2499000.0,Morgan Hill
40877,3,1.0,1055.0,4.0,3.0,7.0,1300000.0,15583.0,1375000.0,Sunnyvale
40878,3,2.0,1600.0,7.0,6.0,7.0,1430000.0,19807.0,1399900.0,San Jose
40882,3,2.0,1364.0,4.0,2.0,2.0,230822.0,3051.0,535000.0,Los Angeles
40884,4,3.0,1922.0,9.0,6.0,8.0,1015524.0,12128.0,2088000.0,Sunnyvale
40888,3,2.0,1388.0,5.0,6.0,5.0,81530.0,818.0,165000.0,Rio Rico
40890,3,2.0,1750.0,5.0,4.0,7.0,200463.0,2612.0,379900.0,Elverta
40892,3,2.0,1061.0,5.0,4.0,3.0,70103.0,1172.0,599000.0,Gardena
40894,3,3.0,2283.0,5.0,4.0,5.0,642383.0,7181.0,1595000.0,Yountville
40899,3,2.0,1448.0,4.0,2.0,5.0,367514.0,4782.0,264900.0,Cotati
40901,4,2.0,1671.0,3.0,4.0,6.0,250248.0,4344.0,649000.0,Rodeo
40902,3,2.0,1686.0,3.0,5.0,7.0,613656.0,7021.0,949000.0,Morgan Hill
40909,3,2.0,1118.0,1.0,3.0,5.0,260100.0,3023.0,320000.0,Denair
40913,6,5.0,3149.0,5.0,6.0,8.0,271938.0,3331.0,499900.0,Avery
40917,2,2.0,1295.0,8.0,6.0,8.0,278659.0,3707.0,899999.0,Los Angeles
40919,3,2.0,1537.0,4.0,6.0,8.0,472907.0,5979.0,650000.0,San Gabriel
40921,2,1.0,792.0,5.0,5.0,7.0,394090.0,5719.0,850000.0,San Jose
40922,4,3.0,2334.0,4.0,2.0,5.0,771000.0,9616.0,1199000.0,Cotati
40928,2,1.0,1176.0,6.0,8.0,9.0,608023.0,6625.0,569000.0,Wilton
40933,3,3.0,2984.0,7.0,7.0,7.0,1586610.0,17482.0,1955000.0,Glendale
40940,4,3.0,1887.0,2.0,5.0,7.0,744436.0,8419.0,939888.0,Morgan Hill
40942,3,2.0,1642.0,3.0,3.0,3.0,528435.0,6989.0,2149000.0,San Francisco
40944,5,3.0,1956.0,5.0,4.0,5.0,172269.0,2029.0,349000.0,Delhi
40952,4,3.0,1934.0,6.0,8.0,8.0,1343477.0,19533.0,1695000.0,Berkeley
40955,3,2.0,1416.0,7.0,6.0,7.0,40808.0,9786.0,1200000.0,Davenport
40969,3,1.0,888.0,2.0,2.0,4.0,61672.0,760.0,558000.0,Watsonville
40972,4,2.0,1987.0,3.0,2.0,6.0,256000.0,3036.0,270000.0,Wasco
40974,5,2.0,1984.0,5.0,3.0,4.0,329903.0,5068.0,890000.0,San Jose
40975,3,2.0,1143.0,5.0,7.0,8.0,1123000.0,14807.0,1049000.0,San Jose
40984,3,5.0,2923.0,4.0,4.0,5.0,1172346.0,13891.0,2895000.0,Eldridge
40987,2,3.0,1120.0,7.0,8.0,2.0,294356.0,3287.0,899000.0,Carmel Valley
40991,3,2.0,1438.0,3.0,2.0,6.0,324727.0,4041.0,495000.0,Sacramento
40995,3,3.0,2272.0,5.0,6.0,5.0,263064.0,3563.0,479000.0,Tubac
40997,3,2.0,1028.0,8.0,8.0,8.0,793777.0,12619.0,899999.0,Fairfax
41001,4,3.0,1900.0,6.0,5.0,6.0,746883.0,9467.0,1300000.0,Gilroy
41003,2,2.0,1110.0,8.0,7.0,5.0,317420.0,3634.0,689000.0,Sierra Madre
41007,2,2.0,1000.0,4.0,3.0,6.0,349666.0,5159.0,439000.0,Bethel Island
41014,3,2.0,1800.0,8.0,6.0,10.0,124382.0,2333.0,1895000.0,San Francisco
41016,1,1.0,491.0,8.0,7.0,5.0,471639.0,5142.0,469000.0,Sierra Madre
41019,4,2.0,1742.0,6.0,4.0,5.0,1043987.0,14004.0,898000.0,San Jose
41030,3,2.0,1503.0,9.0,9.0,9.0,676145.0,9455.0,1175000.0,Alameda
41038,3,2.0,2105.0,7.0,6.0,8.0,328365.0,4026.0,550000.0,Murphys
41040,4,3.0,2520.0,9.0,8.0,10.0,1391113.0,15941.0,2100000.0,El Segundo
41050,5,5.0,2893.0,8.0,8.0,9.0,824233.0,9948.0,1130000.0,San Diego
41052,3,1.0,1040.0,6.0,5.0,6.0,984849.0,11734.0,1399000.0,Santa Clara
41053,5,4.0,3004.0,5.0,7.0,5.0,500000.0,5962.0,995000.0,Sacramento
